autoID,ScopeItemID,Description,LOB,BusinessArea,Status,AE,AR,AT,AU,BE,BG,BR,CA,CH,CL,CN,CO,CZ,DE,DK,EG,ES,FI,FR,GB,GR,HK,HR,HU,ID,IE,IL,IND,IT,JP,KR,KW,KZ,LU,MX,MY,NL,NR,NZ,OM,PE,PH,PL,PT,QA,RO,RS,RU,SA,SE,SG,SI,SK,TH,TR,TW,UA,US,ZA,Non_Localised
264,1T6,Lease-In Accounting,Finance,Real Estate Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,Released,No,No,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,No,No,Released,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released
265,21P,Lease-In Accounting - Group Ledger IFRS,Finance,Real Estate Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released
266,34N,Lease-In Accounting - Group Ledger US GAAP,Finance,Real Estate Management,Available,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,No,Released,Released,No,No,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,No,No,Released,Released,Released
267,21Q,Lease-Out Accounting,Finance,Real Estate Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released
268,2SB,Lease-Out for Sublease Accounting,Finance,Real Estate Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,No,No,Released,Released,No,No,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,No,Released,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released
269,2SA,Lease-Out for Sublease Accounting - Group Ledger IFRS,Finance,Real Estate Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released
270,34O,Lease-Out for Sublease Accounting - Group Ledger US GAAP,Finance,Real Estate Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,No,Released,Released,No,No,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,No,No,Released,Released,Released
271,77V,Master Data Integration of Contract and Lease Management,Finance,Real Estate Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
272,6N8,Real Estate Cost Settlement,Finance,Real Estate Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Planned
273,3F4,Sales-Based Rent,Finance,Real Estate Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,No,Released,Released,No,No,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
274,21R,Service Contract,Finance,Real Estate Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
275,47I,Contract Accounting - Cash Application,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,Released,Released,No,No,No,No,Released,Released,No,Released,No,Released,Released,No,No,No,No,No,Released,No,Released,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
276,2DP,Contract Accounting - Company Initiated Payments,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
277,3L3,Contract Accounting - Contract-Based Revenue Recognition,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
278,2BI,Contract Accounting - Customer Initiated Payments,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
279,2BK,Contract Accounting - Daily and Monthly Closing,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
280,3L8,Contract Accounting - Enabling of Products with Variant Configuration,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
281,2SJ,Contract Accounting - External Tax Audit and Compliance Reporting,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
282,33X,Contract Accounting - Group Ledger IFRS,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
283,33V,Contract Accounting - Group Ledger US GAAP,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,Released,No,No
284,43Y,Contract Accounting - Integration with Sales Documents,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,No,No,No,Released,Released,No,No,No,No,Released,No,No,Released,No,No,Released,No,No,No,No,No,Released,No,No,No,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,Released,No,No
285,2AR,Contract Accounting - Master Data and Basic Functions,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
286,2UJ,Contract Accounting - Open Item Management,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
287,6WD,Convergent Invoicing - Cost Handling for Subscriptions and Usage,Finance,Subscription Billing and Revenue Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No
288,6WC,Convergent Invoicing - Intercompany Settlement,Finance,Subscription Billing and Revenue Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No
289,2BE,Convergent Invoicing - Invoice Correction Processing,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
290,2BG,Convergent Invoicing - Invoice Creation for Usage and Service,Finance,Subscription Billing and Revenue Management,Available,No,No,Released,Released,Released,No,No,No,Released,No,No,No,No,Released,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,Released,No,Released,No,No,No,Released,No,Released,No,Released,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,No,Released,No,No
